Timestamp,In what region do you live?,How long have you been working with Ember?,Grade your knowledge of Javascript,Grade your knowledge of Ember.js,What is your development role?,I use Ember for work:,Choose the option(s) that best describe your employment situation:,What are your preferred server-side languages:,What is your preferred text editor:,Choose the option(s) that best describe your participation in the Ember community:,Which operating system(s) do you use for development?,What other framework(s) do you have experience with?,How many developers are employed at your company?,How many developers at your company work with Ember?,"In one year, how many Ember developers do you plan to employ?",Which version(s) of Ember are in use in your apps?,Which data-access libraries do you use?,"If you use Ember-Data, which version(s) are in use:",What kind of templates do you use in your Ember apps?,What build tools do you use to build your Ember apps?,What do you use to package your app modules?,What do you use for dependency management?,What is the primary language of your server side stack?,Select any of these server-side frameworks you use:,What standards do you follow for HTTP API design?,What tool(s) do you use for HTTP API design/documentation?,What testing framework(s) do you use in your Ember apps?,How old are your Ember applications?,How often do you deploy updated versions of your Ember apps?,What is the primary target platform for your Ember apps?,Who uses your application(s)?,What browser versions do your applications target?,"In one year, what browser versions do you expect to target?",Which of these best describes your use of Ember in production applications?,What is your preferred hosting provider for your Ember apps?,How much is shared between your server-side and client-side app hosting?,Which SCM do you use?,What method do you rely on for search engine indexing?,"How many addons have you written (including private, unpublished libraries)?",How many addons have you published publicly?,Are your addons unit tested?,Are your addons acceptance tested?
2/4/2015 16:33:11,North America,Started on Sproutcore 2 (or before!),9,10,Developer,All the time,"Employee working on product, Employee doing consulting/client work",Ruby,Sublime,"Opened an issue, Opened a PR, Maintain a library, Attended a meetup / conference, Written a blog post / article, Given a talk / lecture / class, Core Team :D",Mac OSX,"Backbone, Sproutcore",1-10,1-10,The same amount,"1.10, 1.11 Beta","Ember-Data, Custom Solution",1.0-beta.14,Standard Ember Templates (Handlebars/HTMLBars),Ember-cli,ES6 transpilation,ember-cli (bower and npm),"Ruby, Rust, Java","Rails (Ruby), Sinatra (Ruby)","A non-standard compliant library such as ActiveModel::Serializer (Ruby), FRAPI (PHP), etc.",None,Ember-QUnit,"< 3 months, > 24 months","Almost daily, Weekly",Desktop,"Business to business consumers, Internal users only",Modern browsers (last two versions),Modern browsers (last two versions),An app that is used by thousands of users,"Self-hosted (dedicated infrastructure), S3 (with or without CloudFront), Divshot",No shared infrastructure,Git,"App is private, behind an authentication flow, or this question generally does not apply",0,0,None,None
2/4/2015 16:35:05,North America,Started on Sproutcore 2 (or before!),8,8,Developer,Some times,Employee working on product,"Ruby, JavaScript",Sublime,"Opened an issue, Opened a PR, Maintain a library, Attended a meetup / conference, Written a blog post / article, Given a talk / lecture / class",Mac OSX,"Angular, Backbone, React, Sproutcore",More than 100,20-50,More,"1.7, 1.8, 1.9",ic-ajax,,Standard Ember Templates (Handlebars/HTMLBars),Ember-cli,ES6 transpilation,"Bower, npm, ember-cli (bower and npm)",JavaScript,"Rails (Ruby), Express (Node)","HAL, JSON-API",,Ember-QUnit,"3 -6 months, > 24 months",Almost daily,Desktop,"Business to business consumers, Internal users only",Modern browsers (last two versions),"Modern browsers (last two versions), Legacy Chrome, Firefox, or Safari, IE 9, IE 8, IE 7",An app that is used by thousands of users,Self-hosted (dedicated infrastructure),Shared data-center,Git,"App is private, behind an authentication flow, or this question generally does not apply",1-3,1-3,All,Some
2/4/2015 16:39:04,Europe,12-18 months,6,6,Developer,All the time,Employee doing consulting/client work,Ruby,Atom,Host a meetup,Mac OSX,Angular,1-10,1-10,The same amount,1.1,Ember-Data,1.0-beta.14,Standard Ember Templates (Handlebars/HTMLBars),"Ember-cli, Rails asset pipeline, Middleman",ES6 transpilation,ember-cli (bower and npm),Ruby,"Rails (Ruby), Sinatra (Ruby)",JSON-API,None,We don’t write tests,< 3 months,Less than once a month,Desktop & Mobile (fully responsive),"Business to business consumers, Internal users only","Mobile browsers, Modern browsers (last two versions), Legacy Chrome, Firefox, or Safari, IE 9","Mobile browsers, Modern browsers (last two versions), Legacy Chrome, Firefox, or Safari",An app that is used by thousands of users,"Self-hosted (dedicated infrastructure), S3 (with or without CloudFront), Heroku, Divshot",No shared infrastructure,Git,"App is private, behind an authentication flow, or this question generally does not apply",0,0,None,None
2/4/2015 16:41:25,North America,12-18 months,8,7,Developer,All the time,Employee working on product,"Ruby, JavaScript",Vim,Attended a meetup / conference,Mac OSX,jQuery Mobile,10-20,10-20,The same amount,"1.6, 1.9, 1.10","Ember-Data, ember-restless",0.13,Emblem,"Ember-cli, Rails asset pipeline",,manual,Ruby,Rails (Ruby),"A non-standard compliant library such as ActiveModel::Serializer (Ruby), FRAPI (PHP), etc., Custom design",None,Jasmine,"< 3 months, 3 -6 months, 18-24 months",Weekly,Desktop,Public Consumers,"Modern browsers (last two versions), IE 9","Modern browsers (last two versions), IE 9",An app that is used by thousands of users,S3 (with or without CloudFront),Shared data-center,Git,"Our app is indexable, but I don't know how",0,0,,
2/4/2015 16:43:03,North America,12-18 months,8,8,CTO,Some times,Independent product developer,"Ruby, Go",Vim,"Opened an issue, Opened a PR, Attended a meetup / conference, Written a blog post / article, Given a talk / lecture / class",Mac OSX,"Angular, React",1-10,1-10,The same amount,"1.10, 1.11 Beta",Ember-Data,1.0-beta.13,Standard Ember Templates (Handlebars/HTMLBars),Ember-cli,ES6 transpilation,Bower,"Ruby, Go","Rails (Ruby), Sinatra (Ruby)","JSON-API, A non-standard compliant library such as ActiveModel::Serializer (Ruby), FRAPI (PHP), etc.",,Ember-QUnit,"< 3 months, 3 -6 months, 12-18 months",Monthly,"Mobile, Desktop & Mobile (fully responsive), Cordova/Phonegap/Crosswalk","Public Consumers, Business to business consumers","Mobile browsers, Modern browsers (last two versions)","Mobile browsers, Modern browsers (last two versions)",An app that is used by thousands of users,VPS (cloud infrastructure),Shared data-center,Git,"App is private, behind an authentication flow, or this question generally does not apply, Our app is indexable, but I don't know how",1-3,1-3,Some,Some
2/4/2015 16:44:10,North America,3-6 months,8,7,Developer,Some times,Independent consultant,"JavaScript, .NET",Sublime,"Opened an issue, Opened a PR, Written a blog post / article","Mac OSX, Windows",jQuery Mobile,1-10,1-10,The same amount,"1.10, 1.11 Beta","Ember-Data, Ember-Model","1.0-beta.13, 1.0-beta.14",Standard Ember Templates (Handlebars/HTMLBars),Ember-cli,ES6 transpilation,ember-cli (bower and npm),JavaScript,"Express (Node), MVC (.NET)",JSON-API,Apiary,"Ember-QUnit, Selenium (Cucumber)",3 -6 months,Weekly,Desktop & Mobile (fully responsive),Consumers and internal users,"Mobile browsers, Modern browsers (last two versions)","Mobile browsers, Modern browsers (last two versions)",An app that is used on a corporate intranet,S3 (with or without CloudFront),Shared data-center,Git,"App is private, behind an authentication flow, or this question generally does not apply",1-3,0,Some,None
2/4/2015 16:45:53,Europe,12-18 months,8,8,Developer,Some times,"Employee working on product, Employee doing consulting/client work","Ruby, JavaScript, .NET","Sublime, Atom, Visual Studio","Opened an issue, Opened a PR, Maintain a library, Given a talk / lecture / class, Hang out in IRC channels","Mac OSX, Windows","Angular, Backbone, React",More than 100,1-10,More,"1.9, Canary (master)","Ember-Data, Custom Solution, ic-ajax","1.0-beta.13, 1.0-beta.14",Standard Ember Templates (Handlebars/HTMLBars),"Ember-cli, Ember App Kit",ES6 transpilation,ember-cli (bower and npm),.NET,"Rails (Ruby), Express (Node), MVC (.NET)",I don't get to design my API,None,Ember-QUnit,"< 3 months, 9-12 months, 12-18 months",Weekly,Desktop & Mobile (fully responsive),"Public Consumers, Consumers and internal users","Mobile browsers, Modern browsers (last two versions), IE 9","Mobile browsers, Modern browsers (last two versions)",An app that is used by thousands of users,"Self-hosted (dedicated infrastructure), S3 (with or without CloudFront), Divshot",Shared hardware,Git,"phantomjs or other pre-rendering, Google's JavaScript execution",4-6,1-3,Some,Some
2/4/2015 16:45:57,Europe,12-18 months,8,9,Developer,All the time,Employee working on product,"JavaScript, PHP",Vim,Attended a meetup / conference,Linux/Unix,jQuery Mobile,1-10,1-10,The same amount,1.9,Ember-Data,1.0-beta.14,Standard Ember Templates (Handlebars/HTMLBars),"Ember-cli, Gulp",ES6 transpilation,"Bower, npm, ember-cli (bower and npm)",PHP,Laravel (PHP),JSON-API,Gelato.io,Ember-QUnit,12-18 months,"Almost daily, Weekly","Desktop, Mobile, Desktop & Mobile (fully responsive)","Public Consumers, Internal users only",Modern browsers (last two versions),"Mobile browsers, Modern browsers (last two versions)",An app that is used by tens of users,Self-hosted (dedicated infrastructure),Shared hardware,Git,"App is private, behind an authentication flow, or this question generally does not apply, phantomjs or other pre-rendering",1-3,0,Some,Some
2/4/2015 16:47:18,Europe,18-24 months,9,8,Developer,Some times,"Employee working on product, Employee doing consulting/client work, Independent consultant","JavaScript, Rust","Sublime, Vim","Attended a meetup / conference, Given a talk / lecture / class","Mac OSX, Linux/Unix","Angular, React",50-100,1-10,More,"1.6, 1.7, 1.11 Beta, Canary (master)","Ember-Data, EPF, Custom Solution, ic-ajax",1.0-beta.14,Standard Ember Templates (Handlebars/HTMLBars),"Ember-cli, Lineman","ES6 transpilation, Browserify","npm, ember-cli (bower and npm)","Python, JavaScript","Django (Python), Flask (Python), Express (Node)","JSON-API, Custom design",None,"Ember-QUnit, Mocha",18-24 months,Weekly,"Desktop, Desktop & Mobile (fully responsive)","Business to business consumers, Internal users only","Modern browsers (last two versions), IE 9","Mobile browsers, Modern browsers (last two versions)",An app that is used on a corporate intranet,"VPS (cloud infrastructure), Self-hosted (dedicated infrastructure), S3 (with or without CloudFront)",Shared hardware,Git,"App is private, behind an authentication flow, or this question generally does not apply, noscript tags",1-3,0,Some,All
2/4/2015 16:48:47,North America,Started on Sproutcore 2 (or before!),8,8,Developer,All the time,Employee working on product,Ruby,Emacs,"Opened an issue, Opened a PR, Maintain a library, Given a talk / lecture / class",Mac OSX,Sproutcore,1-10,None,More,1.8,Ember-Data,1.0-beta.8-10,Standard Ember Templates (Handlebars/HTMLBars),"Ember-cli, Grunt",ES6 transpilation,ember-cli (bower and npm),Ruby,Rails (Ruby),"A non-standard compliant library such as ActiveModel::Serializer (Ruby), FRAPI (PHP), etc.",None,Ember-QUnit,12-18 months,Weekly,Desktop,Consumers and internal users,Modern browsers (last two versions),Modern browsers (last two versions),An app that is used by tens of users,S3 (with or without CloudFront),No shared infrastructure,Git,"App is private, behind an authentication flow, or this question generally does not apply",4-6,4-6,Some,Some
2/4/2015 16:50:38,North America,12-18 months,8,6,Developer,All the time,"Employee working on product, Employee doing consulting/client work","JavaScript, PHP",brackets,None of these,"Linux/Unix, Windows",Backbone,More than 100,10-20,The same amount,1,Custom Solution,,Standard Ember Templates (Handlebars/HTMLBars),Grunt,I don't know,npm,"JavaScript, PHP","Express (Node), Zend(PHP)","JSON-API, Custom design, JSON-RPC",None,We don’t write tests,> 24 months,Almost never,Desktop & Mobile (fully responsive),"Consumers and internal users, Internal users only",Modern browsers (last two versions),"Mobile browsers, Modern browsers (last two versions)",An app that is used on a corporate intranet,Self-hosted (dedicated infrastructure),Shared hardware,Git,"App is private, behind an authentication flow, or this question generally does not apply",1-3,0,None,I'm not sure how to do this
2/4/2015 16:51:35,North America,Started on Sproutcore 2 (or before!),8,7,Developer,All the time,"Employee working on product, Employee doing consulting/client work",Rust,Sublime,"Opened a PR, Attended a meetup / conference, Given a talk / lecture / class",Mac OSX,Backbone,1-10,1-10,The same amount,"1.8, 1.9, 1.10",Ember-Data,"1.0-beta.11, 1.0-beta.12, 1.0-beta.14",Standard Ember Templates (Handlebars/HTMLBars),Ember-cli,ES6 transpilation,ember-cli (bower and npm),Ruby,Rails (Ruby),"A non-standard compliant library such as ActiveModel::Serializer (Ruby), FRAPI (PHP), etc.",None,Ember-QUnit,"9-12 months, 18-24 months, Started on Sproutcore 2","Weekly, Monthly","Desktop, Cordova/Phonegap/Crosswalk",Public Consumers,"Modern browsers (last two versions), IE 9",Modern browsers (last two versions),An app that is used by thousands of users,"S3 (with or without CloudFront), Heroku",,Git,"App is private, behind an authentication flow, or this question generally does not apply",4-6,1-3,Some,Some
2/4/2015 16:51:46,Europe,< 3 months,5,6,Developer,Some times,Employee working on product,PHP,"Sublime, WebStorm",None of these,"Linux/Unix, Windows",Backbone,1-10,1-10,The same amount,"1.8, 1.9","Ember-Data, Custom Solution",1.0-beta.14,Standard Ember Templates (Handlebars/HTMLBars),"Ember-cli, Gulp",ES6 transpilation,ember-cli (bower and npm),PHP,Laravel (PHP),"A non-standard compliant library such as ActiveModel::Serializer (Ruby), FRAPI (PHP), etc., Custom design",None,We don’t write tests,< 3 months,Haven’t shipped yet / Still developing,"Desktop, Desktop & Mobile (fully responsive)",Public Consumers,"Modern browsers (last two versions), IE 9","Mobile browsers, Modern browsers (last two versions)",An app that is used by thousands of users,Self-hosted (dedicated infrastructure),Shared hardware,Git,"Our app is indexable, but I don't know how",1-3,0,I'm not sure how to do this,I'm not sure how to do this
2/4/2015 16:56:05,Europe,< 3 months,5,2,Developer,Some times,"Employee working on product, Independent product developer",JavaScript,Sublime,None of these,Mac OSX,Backbone,1-10,1-10,More,"1.9, 1.10",Ember-Data,0.14,Standard Ember Templates (Handlebars/HTMLBars),"Ember-cli, Gulp",ES6 transpilation,ember-cli (bower and npm),JavaScript,Express (Node),JSON-API,None,We don’t write tests,< 3 months,Weekly,Desktop,Public Consumers,"Mobile browsers, Modern browsers (last two versions)","Mobile browsers, Modern browsers (last two versions)",An app that is used by thousands of users,Heroku,Shared hardware,Git,Google's JavaScript execution,0,0,I'm not sure how to do this,I'm not sure how to do this
2/4/2015 16:57:10,Australia,18-24 months,4,3,Developer,Some times,Employee working on product,"Ruby, PHP, Go",Sublime,"Opened an issue, Opened a PR, Attended a meetup / conference",Mac OSX,jQuery Mobile,10-20,1-10,Fewer,1.1,Ember-Data,1.0-beta.14,Standard Ember Templates (Handlebars/HTMLBars),Ember-cli,"ES6 transpilation, Browserify","Bower, npm, ember-cli (bower and npm), Browserify",PHP,"Rails (Ruby), Symphony (PHP), Laravel (PHP)",JSON-API,Apiary,Ember-QUnit,"< 3 months, 3 -6 months",Weekly,Desktop & Mobile (fully responsive),Business to business consumers,"Mobile browsers, Modern browsers (last two versions)","Mobile browsers, Modern browsers (last two versions)",An app that is used by tens of users,S3 (with or without CloudFront),Shared data-center,Git,"App is private, behind an authentication flow, or this question generally does not apply",1-3,1-3,Some,None
2/4/2015 17:00:36,Europe,< 3 months,8,5,Developer,Some times,Employee doing consulting/client work,".NET, Scala","Sublime, Visual Studio",Attended a meetup / conference,"Mac OSX, Windows","Angular, Knockout",1-10,1-10,More,1.1,Custom Solution,,Standard Ember Templates (Handlebars/HTMLBars),Ember-cli,ES6 transpilation,ember-cli (bower and npm),.NET,MVC (.NET),Custom design,Swagger,Ember-QUnit,< 3 months,Almost daily,Desktop & Mobile (fully responsive),Business to business consumers,"Mobile browsers, Modern browsers (last two versions), IE 9, IE 8","Mobile browsers, Modern browsers (last two versions), IE 9",An app that is used on a corporate intranet,"VPS (cloud infrastructure), Rackspace Cloud",Shared data-center,Git,"App is private, behind an authentication flow, or this question generally does not apply",0,0,All,All
2/4/2015 17:00:45,North America,9-12 months,7,8,Student,All the time,"Employee working on product, Independent product developer",JavaScript,"TextMate, Espresso",None of these,Mac OSX,"Backbone, jQuery Mobile",1-10,None,The same amount,"1.7, 1.10","Ember-Data, Custom Solution, ic-ajax",1.0-beta.8-10,Standard Ember Templates (Handlebars/HTMLBars),Ember-cli,ES6 transpilation,"Bower, npm, ember-cli (bower and npm)",JavaScript,Express (Node),JSON-API,None,We don’t write tests,< 3 months,Haven’t shipped yet / Still developing,"Mobile, Desktop & Mobile (fully responsive), Cordova/Phonegap/Crosswalk",Consumers and internal users,"Mobile browsers, Modern browsers (last two versions), IE 9","Mobile browsers, Modern browsers (last two versions)",An app that is used by thousands of users,"Self-hosted (dedicated infrastructure), Heroku",Shared hardware,Git,Google's JavaScript execution,0,0,I'm not sure how to do this,I'm not sure how to do this
